Agregados macroeconómicos;Ramas de actividad;Periodo;Total
Producción;13-15 Industria textil, confección de prendas de vestir e industria del cuero y del calzado;2018;..
Producción;13-15 Industria textil, confección de prendas de vestir e industria del cuero y del calzado;2017;19.976
Producción;13-15 Industria textil, confección de prendas de vestir e industria del cuero y del calzado;2016;19.640
Producción;13-15 Industria textil, confección de prendas de vestir e industria del cuero y del calzado;2015;19.348
Producción;13-15 Industria textil, confección de prendas de vestir e industria del cuero y del calzado;2014;18.598
Producción;13-15 Industria textil, confección de prendas de vestir e industria del cuero y del calzado;2013;18.595
Producción;13-15 Industria textil, confección de prendas de vestir e industria del cuero y del calzado;2012;18.403
Producción;13-15 Industria textil, confección de prendas de vestir e industria del cuero y del calzado;2011;20.760
Producción;13-15 Industria textil, confección de prendas de vestir e industria del cuero y del calzado;2010;19.141
Producción;13-15 Industria textil, confección de prendas de vestir e industria del cuero y del calzado;2009;18.554
Producción;13-15 Industria textil, confección de prendas de vestir e industria del cuero y del calzado;2008;21.991
Producción;13-15 Industria textil, confección de prendas de vestir e industria del cuero y del calzado;2007;24.245
Producción;13-15 Industria textil, confección de prendas de vestir e industria del cuero y del calzado;2006;24.852
Producción;13-15 Industria textil, confección de prendas de vestir e industria del cuero y del calzado;2005;24.529
Producción;13-15 Industria textil, confección de prendas de vestir e industria del cuero y del calzado;2004;24.409
Producción;13-15 Industria textil, confección de prendas de vestir e industria del cuero y del calzado;2003;25.474
Producción;13-15 Industria textil, confección de prendas de vestir e industria del cuero y del calzado;2002;25.503
Producción;13-15 Industria textil, confección de prendas de vestir e industria del cuero y del calzado;2001;25.430
Producción;13-15 Industria textil, confección de prendas de vestir e industria del cuero y del calzado;2000;24.474
Producción;13-15 Industria textil, confección de prendas de vestir e industria del cuero y del calzado;1999;23.918
Producción;13-15 Industria textil, confección de prendas de vestir e industria del cuero y del calzado;1998;23.892
Producción;13-15 Industria textil, confección de prendas de vestir e industria del cuero y del calzado;1997;23.514
Producción;13-15 Industria textil, confección de prendas de vestir e industria del cuero y del calzado;1996;21.375
Producción;13-15 Industria textil, confección de prendas de vestir e industria del cuero y del calzado;1995;20.237
Producción;16 Industria de la madera y del corcho, excepto muebles; cestería y espartería;2018;..
Producción;16 Industria de la madera y del corcho, excepto muebles; cestería y espartería;2017;6.768
Producción;16 Industria de la madera y del corcho, excepto muebles; cestería y espartería;2016;6.008
Producción;16 Industria de la madera y del corcho, excepto muebles; cestería y espartería;2015;5.868
Producción;16 Industria de la madera y del corcho, excepto muebles; cestería y espartería;2014;5.340
Producción;16 Industria de la madera y del corcho, excepto muebles; cestería y espartería;2013;5.090
Producción;16 Industria de la madera y del corcho, excepto muebles; cestería y espartería;2012;5.615
Producción;16 Industria de la madera y del corcho, excepto muebles; cestería y espartería;2011;6.459
Producción;16 Industria de la madera y del corcho, excepto muebles; cestería y espartería;2010;6.748
Producción;16 Industria de la madera y del corcho, excepto muebles; cestería y espartería;2009;7.176
Producción;16 Industria de la madera y del corcho, excepto muebles; cestería y espartería;2008;9.989
Producción;16 Industria de la madera y del corcho, excepto muebles; cestería y espartería;2007;11.446
Producción;16 Industria de la madera y del corcho, excepto muebles; cestería y espartería;2006;11.039
Producción;16 Industria de la madera y del corcho, excepto muebles; cestería y espartería;2005;10.381
Producción;16 Industria de la madera y del corcho, excepto muebles; cestería y espartería;2004;9.933
Producción;16 Industria de la madera y del corcho, excepto muebles; cestería y espartería;2003;9.737
Producción;16 Industria de la madera y del corcho, excepto muebles; cestería y espartería;2002;9.465
Producción;16 Industria de la madera y del corcho, excepto muebles; cestería y espartería;2001;9.183
Producción;16 Industria de la madera y del corcho, excepto muebles; cestería y espartería;2000;8.734
Producción;16 Industria de la madera y del corcho, excepto muebles; cestería y espartería;1999;7.745
Producción;16 Industria de la madera y del corcho, excepto muebles; cestería y espartería;1998;7.185
Producción;16 Industria de la madera y del corcho, excepto muebles; cestería y espartería;1997;6.535
Producción;16 Industria de la madera y del corcho, excepto muebles; cestería y espartería;1996;6.104
Producción;16 Industria de la madera y del corcho, excepto muebles; cestería y espartería;1995;5.873
Producción;17 Industria del papel;2018;..
Producción;17 Industria del papel;2017;13.448
Producción;17 Industria del papel;2016;12.430
Producción;17 Industria del papel;2015;12.541
Producción;17 Industria del papel;2014;11.800
Producción;17 Industria del papel;2013;12.510
Producción;17 Industria del papel;2012;12.609
Producción;17 Industria del papel;2011;13.244
Producción;17 Industria del papel;2010;12.229
Producción;17 Industria del papel;2009;10.796
Producción;17 Industria del papel;2008;12.896
Producción;17 Industria del papel;2007;12.932
Producción;17 Industria del papel;2006;12.129
Producción;17 Industria del papel;2005;11.292
Producción;17 Industria del papel;2004;10.953
Producción;17 Industria del papel;2003;10.919
Producción;17 Industria del papel;2002;10.956
Producción;17 Industria del papel;2001;10.839
Producción;17 Industria del papel;2000;10.227
Producción;17 Industria del papel;1999;8.656
Producción;17 Industria del papel;1998;8.495
Producción;17 Industria del papel;1997;8.139
Producción;17 Industria del papel;1996;7.969
Producción;17 Industria del papel;1995;8.460
Producción;18 Artes gráficas y reproducción de soportes grabados;2018;..
Producción;18 Artes gráficas y reproducción de soportes grabados;2017;5.701
Producción;18 Artes gráficas y reproducción de soportes grabados;2016;5.764
Producción;18 Artes gráficas y reproducción de soportes grabados;2015;5.795
Producción;18 Artes gráficas y reproducción de soportes grabados;2014;5.956
Producción;18 Artes gráficas y reproducción de soportes grabados;2013;6.034
Producción;18 Artes gráficas y reproducción de soportes grabados;2012;6.487
Producción;18 Artes gráficas y reproducción de soportes grabados;2011;7.788
Producción;18 Artes gráficas y reproducción de soportes grabados;2010;8.728
Producción;18 Artes gráficas y reproducción de soportes grabados;2009;8.947
Producción;18 Artes gráficas y reproducción de soportes grabados;2008;10.041
Producción;18 Artes gráficas y reproducción de soportes grabados;2007;10.914
Producción;18 Artes gráficas y reproducción de soportes grabados;2006;10.689
Producción;18 Artes gráficas y reproducción de soportes grabados;2005;10.218
Producción;18 Artes gráficas y reproducción de soportes grabados;2004;9.392
Producción;18 Artes gráficas y reproducción de soportes grabados;2003;8.869
Producción;18 Artes gráficas y reproducción de soportes grabados;2002;8.770
Producción;18 Artes gráficas y reproducción de soportes grabados;2001;8.147
Producción;18 Artes gráficas y reproducción de soportes grabados;2000;8.012
Producción;18 Artes gráficas y reproducción de soportes grabados;1999;6.844
Producción;18 Artes gráficas y reproducción de soportes grabados;1998;6.639
Producción;18 Artes gráficas y reproducción de soportes grabados;1997;5.947
Producción;18 Artes gráficas y reproducción de soportes grabados;1996;5.472
Producción;18 Artes gráficas y reproducción de soportes grabados;1995;5.074
Producción;19 Coquerías y refino de petróleo;2018;..
Producción;19 Coquerías y refino de petróleo;2017;33.810
Producción;19 Coquerías y refino de petróleo;2016;27.562
Producción;19 Coquerías y refino de petróleo;2015;31.614
Producción;19 Coquerías y refino de petróleo;2014;41.863
Producción;19 Coquerías y refino de petróleo;2013;45.006
Producción;19 Coquerías y refino de petróleo;2012;48.484
Producción;19 Coquerías y refino de petróleo;2011;41.337
Producción;19 Coquerías y refino de petróleo;2010;32.101
Producción;19 Coquerías y refino de petróleo;2009;24.724
Producción;19 Coquerías y refino de petróleo;2008;40.472
Producción;19 Coquerías y refino de petróleo;2007;34.100
Producción;19 Coquerías y refino de petróleo;2006;33.970
Producción;19 Coquerías y refino de petróleo;2005;30.165
Producción;19 Coquerías y refino de petróleo;2004;22.119
Producción;19 Coquerías y refino de petróleo;2003;19.420
Producción;19 Coquerías y refino de petróleo;2002;18.874
Producción;19 Coquerías y refino de petróleo;2001;19.803
Producción;19 Coquerías y refino de petróleo;2000;21.136
Producción;19 Coquerías y refino de petróleo;1999;12.404
Producción;19 Coquerías y refino de petróleo;1998;10.554
Producción;19 Coquerías y refino de petróleo;1997;11.780
Producción;19 Coquerías y refino de petróleo;1996;10.467
Producción;19 Coquerías y refino de petróleo;1995;8.940
Producción;20 Industria química;2018;..
Producción;20 Industria química;2017;38.630
Producción;20 Industria química;2016;35.357
Producción;20 Industria química;2015;36.741
Producción;20 Industria química;2014;37.475
Producción;20 Industria química;2013;37.439
Producción;20 Industria química;2012;39.990
Producción;20 Industria química;2011;40.082
Producción;20 Industria química;2010;37.112
Producción;20 Industria química;2009;31.669
Producción;20 Industria química;2008;40.234
Producción;20 Industria química;2007;37.400
Producción;20 Industria química;2006;34.378
Producción;20 Industria química;2005;31.865
Producción;20 Industria química;2004;29.477
Producción;20 Industria química;2003;27.764
Producción;20 Industria química;2002;26.560
Producción;20 Industria química;2001;26.165
Producción;20 Industria química;2000;24.035
Producción;20 Industria química;1999;20.599
Producción;20 Industria química;1998;19.799
Producción;20 Industria química;1997;18.851
Producción;20 Industria química;1996;17.838
Producción;20 Industria química;1995;17.291
Producción;21 Fabricación de productos farmacéuticos;2018;..
Producción;21 Fabricación de productos farmacéuticos;2017;14.970
Producción;21 Fabricación de productos farmacéuticos;2016;15.197
Producción;21 Fabricación de productos farmacéuticos;2015;15.161
Producción;21 Fabricación de productos farmacéuticos;2014;14.857
Producción;21 Fabricación de productos farmacéuticos;2013;14.868
